id,courseCode,courseName,credits,campus,school,subject,courseDescription,coursePrerequisite,offeredJointlyWith,quarters,genEdReq,curriculum,overlappingCourses,createdAt,updatedAt
1ab7e5fd-6581-48db-a869-d9f80942cac8,STMATH 114,Calculus I: Stretch II,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Second course in a two-course sequence that studies the development of differential calculus, including just-in-time review of Precalculus and algebra topics including, but not limited to, simplifying expressions and solving equations involving logarithmic, exponential, and trigonometric functions. Emphasizes differentiation techniques and their applications, focusing on transcendental functions.",A minimum grade of 2.0 in STMATH 113.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",B MATH 144; STMATH 124; MATH 112; MATH 124; TMATH 122; and TMATH 124,2025-10-28 05:09:06.475,2025-10-28 05:52:18.583
e74a65cc-052b-4316-b206-3f8526bea6a1,STMATH 124,Calculus I,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Studies the development of differential calculus, starting with limits, continuity, and the definition of derivative. Emphasizes differentiation techniques and their applications.","Either a minimum grade of 2.5 in B MATH 123 or MATH 120, a minimum score of 500 on the MTHDSP directed self-placement test, or a score of 154-163 on the MPT-AS placement test.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",B MATH 144; STMATH 113; STMATH 114; MATH 112; and TMATH 122,2025-10-28 05:09:06.768,2025-10-28 05:52:18.867
ba265345-b02c-4e6f-a19d-aadd92c81637,B ACCT 503,Corporate Financial Reporting,4,bothell,School of Business,Accounting(Bothell) (B ACCT),"Analyzes and critically evaluates financial and non-financial disclosures by public companies, markets and other parties reporting on public corporations; with practice using cases with limited but diverse information to build logical arguments to support a position.",None,,"{""Winter 2026""}",None,"ACCOUNTING(BOTHELL), bothell campus",,2025-10-28 05:07:29.703,2025-10-28 05:50:42.634
78e720fd-6e52-4e1b-9e49-f7ea1b6e8e03,B ME 345,Machining Fundamentals,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Mechanical Engineering - UW Bothell (B ME),"Introduction to the principles and operations of metal removal processes emphasizing drilling, milling, lathe, sawing, and grinding processes. B ME 331 may be taken concurrently.",None,,"{""Winter 2026""}",None,"MECHANICAL ENGINEERING - UW BOTHELL, bothell campus",TME 345,2025-10-28 05:09:04.798,2025-10-28 05:52:16.76
08c7ba9d-fe5d-48cb-9578-25229b378f39,B ME 499,Undergraduate Research in Mechanical Engineering,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Mechanical Engineering - UW Bothell (B ME),Undergraduate research on a topic or area agreed upon by the instructor and the student.,None,,"{""Winter 2026""}",None,"MECHANICAL ENGINEERING - UW BOTHELL, bothell campus",,2025-10-28 05:09:05.965,2025-10-28 05:52:18.081
702ce21a-d4df-4078-a6b7-33702b21e053,STMATH 208,Matrix Algebra with Applications,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Introduces linear algebra, including systems of linear equations, Gaussian elimination, matrices and matrix algebra, vector spaces, subspaces of Euclidean space, linear independence, bases and dimension, orthogonality, eigenvectors, and eigenvalues. Applications include data fitting and the method of least squares.",A minimum grade of 2.0 in either STMATH 125 or MATH 125.,,"{""Winter 2026""}",(NSc) Natural Science,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",BIS 231; MATH 208; and TMATH 207,2025-10-28 05:09:08.606,2025-10-28 05:52:20.69
5e72aaf9-1817-4110-a3e8-57bda9ca1c23,STMATH 224,Multivariable Calculus,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Introduction to the concepts and computation techniques of multivariable calculus, including partial derivative, the chain rule, double and triple integrals, vector fields, line integrals, surface integrals, Green's Theorem, Stokes' Theorem, and the Divergence Theorem.",A minimum grade of 2.0 in either STMATH 126 or MATH 126.,,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",TMATH 224,2025-10-28 05:09:08.906,2025-10-28 05:52:20.973
39721694-0026-4ce2-b8f4-c814b706ae32,STMATH 300,Foundations of Modern Math,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Introduces students to mathematical argument and to reading and writing proofs. Develops elementary set theory, examples of relations, functions and operations on functions, the principle of induction, counting techniques, elementary number theory, and combinatorics. Places strong emphasis on methods and practice of problem solving.","A minimum grade of 2.0 in either STMATH 125 or MATH 125; and a minimum grade of 2.0 in either B WRIT 133, B WRIT 134, or ENGL 131.",,"{""Winter 2026""}",(RSN) Reasoning,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",,2025-10-28 05:09:09.127,2025-10-28 05:52:21.193
ac00c530-0b4a-406b-9821-55c37f229274,STMATH 301,Introduction to Professional Mathematics,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"This course will focus on developing career awareness and readiness as well as fostering community in the major. Topics include: mathematical writing and typesetting; mathematics and career presentations; diversity, equity, and inclusion challenges in the mathematical sciences; ethics in the mathematical sciences; introduction to mathematical software; career exploration and development of portfolios.","STMATH 300, which may be taken concurrently; and a minimum grade of 2.0 in either B WRIT 133, B WRIT 134, or ENGL 131.",,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",,2025-10-28 05:09:09.353,2025-10-28 05:52:21.407
33ec6174-70bb-41d9-8214-6b2a47ee4cfe,STMATH 341,Introduction to Statistical Inference,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Stochastic concepts including probabilistic underpinnings of statistics, measures of central tendency, variability, correlation, distributions, sampling, and simulation. Exploratory data analysis including experiments, surveys, measures of association and inferential statistics.","A minimum grade of 2.0 in either STMATH 124, B MATH 144, or MATH 124.",,"{""Winter 2026""}",(RSN) Reasoning,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",STMATH 390; Q SCI 381; STAT 220; STAT 221/CSSS 221/SOC 221; STAT 311; STAT 390; TMATH 390; and TME 351,2025-10-28 05:09:09.585,2025-10-28 05:52:21.62
d10905b9-8d2b-42d8-8243-cefac2da334d,STMATH 390,Probability and Statistics in Engineering,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Covers concepts of probability and statistics; conditional probability, independence, random variable, and distribution functions; descriptive statistics, transformations, sampling errors, confidence intervals, least squares, and maximum likelihood; and exploratory data analysis and interactive computing.",A minimum grade of 2.0 in either STMATH 224 or MATH 224.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",STMATH 341; Q SCI 381; STAT 390; and TME 351,2025-10-28 05:09:09.801,2025-10-28 05:52:21.839
adc2fc44-cb5b-4175-b472-88215f7470bf,STMATH 392,Probability,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Introduction to probability theory including combinatorial analysis, conditional probability, independence, and random variables. Conditional expectation including its use in prediction, moment-generating functions, and the multivariate normal distribution. Theoretical results in probability theory such as the strong law of large numbers and the central limit theorem.",A minimum grade of 2.0 in STMATH 224.,,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",MATH 394/STAT 394 and TMATH 393,2025-10-28 05:09:10.02,2025-10-28 05:52:22.053
aade3b1d-52bb-4354-992a-92d6828c4d0e,STMATH 402,Abstract Algebra I,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Introduction to group theory. Emphasizes examples, including cyclic, dihedral, and symmetric groups. Theoretical concepts include: Cosets and Lagrange's theorem; direct products; homomorphisms, normal subgroups, quotient groups, and the fundamental isomorphism theorems; orders and Cauchy's theorem; and the structure of finitely-generated abelian groups.",A minimum grade of 2.0 in either STMATH 300 or MATH 300; and a minimum grade of 2.0 in either STMATH 208 or MATH 208.,,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",MATH 403,2025-10-28 05:09:10.238,2025-10-28 05:52:22.271
89babe9b-bd20-4817-b772-0774692c5da9,STMATH 207,Introduction to Differential Equations,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),Introduces ordinary differential equations. Includes first-and second-order equations and Laplace transform.,A minimum grade of 2.0 in either STMATH 125 or MATH 125.,,"{""Winter 2026""}",(NSc) Natural Science,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",MATH 207 and TMATH 207,2025-10-28 05:09:08.309,2025-10-28 05:52:20.408
48aa7fd6-e171-4c2f-9a6d-492ee60eaf6e,STMATH 427,Complex Analysis,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),Complex numbers; analytics functions; sequences and series; complex integration; Cauchy integral formula; Taylor and Laurent series; uniform convergence; residue theory; conformal mapping.,A minimum grade of 2.0 in either STMATH 300 or MATH 300; and a minimum grade of 2.0 in either STMATH 224 or MATH 224.,,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",MATH 427 and TMATH 427,2025-10-28 05:09:10.97,2025-10-28 05:52:22.992
4671d447-1279-4ffa-af11-70c21f72f0a6,STMATH 498,Independent Study in Mathematics,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),Advanced special topic in mathematics. Topic guided by an articulated need or interest and not covered in regularly scheduled courses.,None,,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",,2025-10-28 05:09:11.186,2025-10-28 05:52:23.203
43315195-2ec9-49b1-aa65-b0b47caa9721,STMATH 499,Undergraduate Research in Mathematics,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Undergraduate research project agreed upon by student and a mathematics faculty member. This course is intended to produce a quality research artifact (e.g., a poster presentation, a research article, a conference presentation, etc.). Cannot be taken if credit received for either MATH 399 or MATH 499.",None,,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",,2025-10-28 05:09:11.49,2025-10-28 05:52:23.516
c35ea061-8b6a-4183-a96e-4d05f00bf42e,B CHEM 143,General Chemistry I,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"Covers atomic nature of matter, chemical reactions, stoichiometry, solution chemistry, atomic theory, chemical bonding, molecular geometry and structure. First of a three-quarter sequence for science and engineering majors.","Either a minimum grade of 2.0 in B CHEM 139, a minimum grade of 2.5 in either B MATH 122, B MATH 123, STMATH 124, STMATH 125, or STMATH 126, a minimum score of 300 on the MTHDSP directed self-placement test, a score of 145-153 on the MPT-AS test, or a minimum score of 151 on the MPT-GS test.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","CHEMISTRY - BOTHELL, bothell campus",CHEM 142,2025-10-28 05:09:11.81,2025-10-28 05:52:23.81
24f403f0-bc66-4964-807b-b9e073f0e6a9,B CHEM 144,General Chemistry Lab I,2,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),Laboratory experience designed to complement the knowledge gained in B CHEM 143. Emphasizes collection and analysis of laboratory results in a well prepared laboratory notebook.,"Minimum grade of 2.0 in B CHEM 143, which may be taken concurrently.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","CHEMISTRY - BOTHELL, bothell campus",,2025-10-28 05:09:12.036,2025-10-28 05:52:24.027
61be05b9-35a6-4e52-83b2-65c9f0c9ed11,B CHEM 153,General Chemistry II,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"Covers energy, enthalpy, thermochemistry, gas laws, properties of solutions, solids, entropy, free energy, spontaneity, and organic chemistry. Second of a three-quarter sequence for science and engineering majors.",Minimum grade of 2.0 in B CHEM 143.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","CHEMISTRY - BOTHELL, bothell campus",CHEM 152,2025-10-28 05:09:12.628,2025-10-28 05:52:24.603
4fe6b69a-ed49-4c61-9533-6d0ccd8a8b4b,B CHEM 154,General Chemistry Lab II,2,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),Laboratory experience designed to complement the knowledge gained in B CHEM 153. Continued emphasis placed on quality results with the addition of writing sections of a standard lab report.,"Minimum grade of 2.0 in B CHEM 144; minimum grade of 2.0 in B CHEM 153, which may be taken concurrently.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","CHEMISTRY - BOTHELL, bothell campus",,2025-10-28 05:09:12.845,2025-10-28 05:52:24.823
dc8efa81-43a6-40d2-b331-97a08c0fd433,B CHEM 237,Organic Chemistry I,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"Structure, nomenclature, reactions, and synthesis of the main types of organic compounds. No organic laboratory accompanies this course. First in a three quarter sequence.",Minimum of a 2.0 in either B CHEM 162 or B CHEM 163 and B CHEM 164.,,"{""Winter 2026""}",(NSc) Natural Science,"CHEMISTRY - BOTHELL, bothell campus",CHEM 220; CHEM 223; CHEM 257; and T CHEM 251,2025-10-28 05:09:13.584,2025-10-28 05:52:25.568
b1ada43d-c700-4804-a328-7d5389a5f81e,B CHEM 238,Organic Chemistry II,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"Further discussion of physical properties and transformations of organic molecules, especially aromatic and carbonyl compounds. Second in a three-quarter sequence.",Minimum grade of 1.7 in B CHEM 237.,,"{""Winter 2026""}",(NSc) Natural Science,"CHEMISTRY - BOTHELL, bothell campus",CHEM 258,2025-10-28 05:09:13.805,2025-10-28 05:52:25.79
1075ebd6-1178-43c9-baf6-e1067feb7468,B CHEM 241,Organic Chemistry Laboratory I,3,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),Introduction to organic laboratory techniques. Preparation of representative compounds. Designed to be taken with B CUSP 238.,"Minimum grade of 1.7 in B CHEM 237; B CHEM 238, which may be taken concurrently.",,"{""Winter 2026""}",(NSc) Natural Science,"CHEMISTRY - BOTHELL, bothell campus",CHEM 261,2025-10-28 05:09:14.028,2025-10-28 05:52:26.01
a141fe10-0418-4744-9e75-d509e0b956dd,STMATH 424,Real Analysis I,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology Mathematics (STMATH),"Introduces real analysis, with a focus on the theoretical development of single-variable calculus, including topics from the following: Countable and uncountable sets, field axioms and completeness, topology of the real numbers, sequences and convergence, Cauchy sequences, monotone sequences, subsequences, limits of functions, continuity and uniform continuity, the derivative, Mean Value Theorem, L'Hospital's Rule, and Taylor's Theorem.",A minimum grade of 2.0 in STMATH 300 or MATH 300.,,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY MATHEMATICS, bothell campus",MATH 327; MATH 424; and TMATH 424,2025-10-28 05:09:10.752,2025-10-28 05:52:22.774
47647005-c4ce-4bc8-bc06-cc37c3dee856,B CHEM 350,Atmospheric Chemistry and Air Pollution,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"Examines the chemistry of the atmosphere and the relationship between air pollution sources, air quality, and human health from both a scientific and policy perspective.","Either a minimum grade of 2.0 in B CHEM 163 and a minimum grade of 2.0 in B CHEM 164, or a minimum grade of 2.0 in CHEM 162.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","CHEMISTRY - BOTHELL, bothell campus",ATMOS 458/CHEM 458,2025-10-28 05:09:14.904,2025-10-28 05:52:27.16
b43e037b-582f-4411-8394-4a5a5dbc35e6,B CHEM 365,Biochemistry II,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"Second quarter of biochemistry, covering chemistry of major metabolic pathways, including glycolysis, the Krebs cycle, electron, transport, and metabolism of amino acids and fatty acids.",B BIO 364/B CHEM 364.,B BIO 365,"{""Winter 2026""}",None,"CHEMISTRY - BOTHELL, bothell campus",,2025-10-28 05:09:15.13,2025-10-28 05:52:27.383
6c1ed7f7-acbd-47ee-bc81-6515f38514d1,B CHEM 375,Molecular Biology,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"Molecular biology, focusing on structure and synthesis of informational macromolecules. Includes DNA replication and repair, chromosome structure, synthesis and processing of RNA and proteins, regulatory RNAs, amino acid metabolism, and protein trafficking and degradation.","B BIO 200; and either B BIO 360, B BIO 364/B CHEM 364, GENOME 361, or BIOC 405.",B BIO 375,"{""Winter 2026""}",None,"CHEMISTRY - BOTHELL, bothell campus",,2025-10-28 05:09:15.351,2025-10-28 05:52:27.598
b5bf1c84-800d-4b9d-a272-168cf03a71df,B CHEM 402,Physical Chemistry II,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"The second in a 2-course physical chemistry sequence. Topics include electrochemistry, chemical kinetics and quantum chemistry and its applications to molecular structure and spectroscopy.",Minimum grade of 2.0 in B CHEM 401.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","CHEMISTRY - BOTHELL, bothell campus",CHEM 453,2025-10-28 05:09:15.647,2025-10-28 05:52:27.813
e2722fa7-8a39-4036-97ae-8bf19bb07c8b,B CHEM 426,Instrumental Analysis,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"Introduction to the modern instrumental methods of analysis with emphasis on optical, spectroscopic, electrochemical, and separation techniques. Includes the introductory principles of basic electronics, along with sample preparation and acquisition/treatment of instrumental and computerized data and results.","Either a minimum grade of 2.0 in B CHEM 315, or a minimum grade of 2.0 in B CHEM 316 and a minimum grade of 2.0 in B CHEM 317.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","CHEMISTRY - BOTHELL, bothell campus",,2025-10-28 05:09:15.873,2025-10-28 05:52:28.052
02bef3cf-4a08-45dc-b0f1-63b9a72724e8,B CHEM 498,Independent Study in Chemistry,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),Independent study on a topic or area agreed upon by the instructor and the student.,None,,"{""Winter 2026""}",None,"CHEMISTRY - BOTHELL, bothell campus",,2025-10-28 05:09:16.098,2025-10-28 05:52:28.481
40ceab23-6d87-45c9-a415-58b3c0f99fdf,B CHEM 499,Undergraduate Research in Chemistry,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),Undergraduate research on a topic or area agreed upon by the instructor and the student.,None,,"{""Winter 2026""}",None,"CHEMISTRY - BOTHELL, bothell campus",,2025-10-28 05:09:16.419,2025-10-28 05:52:28.767
91850da8-db93-4d3a-9a98-4fba48bc31f3,B PHYS 114,General Physics,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),Basic principles of physics presented without use of calculus. Suitable for students majoring in technically oriented fields other than engineering or the physical sciences. Mechanics.,None,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","PHYSICS - BOTHELL, bothell campus",B PHYS 121; PHYS 121; and PHYS 141,2025-10-28 05:09:16.634,2025-10-28 05:52:28.983
1ae97e75-4cc1-4c5e-8672-5f412cfb3b4e,B PHYS 115,General Physics,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),Basic principles of physics presented without use of calculus. Suitable for students majoring in technically oriented fields other than engineering or the physical sciences. Heat and electromagnetism.,B PHYS 114.,,"{""Winter 2026""}",(NSc) Natural Science,"PHYSICS - BOTHELL, bothell campus",B PHYS 122; PHYS 122; and PHYS 142,2025-10-28 05:09:16.853,2025-10-28 05:52:29.361
81d59b54-293c-4c87-b2b2-cb0e8e6bcf0e,B PHYS 117,General Physics Laboratory,1,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),Mechanics laboratory.,"B PHYS 114, which may be taken concurrently.",,"{""Winter 2026""}",(NSc) Natural Science,"PHYSICS - BOTHELL, bothell campus",B PHYS 121; PHYS 121; and PHYS 141,2025-10-28 05:09:17.078,2025-10-28 05:52:29.72
85c6814c-f69a-4f6e-9501-658a385b2ba9,B PHYS 118,General Physics Laboratory,1,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),Heat and electromagnetism laboratory.,"B PHYS 115, which may be taken concurrently.",,"{""Winter 2026""}",(NSc) Natural Science,"PHYSICS - BOTHELL, bothell campus",B PHYS 122; PHYS 122; and PHYS 142,2025-10-28 05:09:17.438,2025-10-28 05:52:30.087
cec1a342-1282-43f1-9e0d-be87b1d8e532,B PHYS 121,Mechanics,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),Basic principles of mechanics and experiments in mechanics for physical science and engineering majors. Lecture tutorial and lab components must all be taken to receive credit.,"STMATH 124, which may be taken concurrently.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","PHYSICS - BOTHELL, bothell campus",B PHYS 114; B PHYS 117; PHYS 114; PHYS 117; and PHYS 141,2025-10-28 05:09:18.024,2025-10-28 05:52:30.661
8a0d6cde-7eb1-4662-829a-a6320cea7183,B CHEM 312,Inorganic Chemistry I,3,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),"The first in a two-quarter course sequence in inorganic chemistry for students majoring in chemistry and related subjects like biochemistry and chemical engineering. Concepts include bonding, atomic-molecular structure, symmetry and group theory, oxidation-reductions, and acid-base chemistry in aqueous/non-aqueous media.",Minimum 2.0 grade in B CHEM 238.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","CHEMISTRY - BOTHELL, bothell campus",,2025-10-28 05:09:14.681,2025-10-28 05:52:26.943
d13aac73-92bf-4d50-8e4f-57e734cc41d1,B PHYS 224,Thermal Physics,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),"Studies heat, temperature, and forms of thermal energy. Covers the laws of thermodynamics and some statistical mechanics.",Minimum grade of 2.0 in B PHYS 123.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","PHYSICS - BOTHELL, bothell campus",,2025-10-28 05:09:18.684,2025-10-28 05:52:32.348
b30ab510-6317-423b-aa67-0de36ebcd136,B PHYS 322,Electricity and Magnetism II,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),"Covers magnetostatics, vector potentials, Maxwell's equations, magnetic materials, tensors, and electromagnetic waves. Second in a three quarter sequence.",Minimum grade of 2.0 in either B PHYS 321 or PHYS 321.,,"{""Winter 2026""}",None,"PHYSICS - BOTHELL, bothell campus",,2025-10-28 05:09:19.138,2025-10-28 05:52:32.787
4cdb41ee-75ce-4818-8d11-93d751a0eafc,B PHYS 324,Quantum Mechanics I,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),"Introduction to nonrelativistic quantum theory. Covers the postulates of quantum mechanics, Schrodinger wave equations, the Uncertainty Principle, angular momentum, and the hydrogen atom. First part of a two-quarter sequence.",A minimum grade of 2.0 in B PHYS 222; and a minimum grade of 2.0 in either STMATH 224 or MATH 224.,,"{""Winter 2026""}",(NSc) Natural Science,"PHYSICS - BOTHELL, bothell campus",PHYS 324,2025-10-28 05:09:19.359,2025-10-28 05:52:33.002
48f250ea-c05b-4c51-ad7c-70410bf04984,B PHYS 450,Computational and Theoretical Modeling in Physics,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),"Introduces the concepts and techniques for computational modeling of physical systems. In particular, we will use Matlab or Python to develop computational models, and the course will introduce the Matlab and Python programming languages and cover basic programming methods. We will then model physical systems using differential equations, Fourier transforms, and matrix methods.",B PHYS 317 and CSS 112.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","PHYSICS - BOTHELL, bothell campus",,2025-10-28 05:09:19.789,2025-10-28 05:52:33.443
f19122fc-9fcf-4242-bbaa-c564bc21438a,B PHYS 498,Independent Study in Physics,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),Independent study on a topic or area agreed upon by the instructor and the student.,None,,"{""Winter 2026""}",None,"PHYSICS - BOTHELL, bothell campus",,2025-10-28 05:09:20.008,2025-10-28 05:52:33.656
8826aaca-03b2-4ffb-830a-fb62bddbb971,B PHYS 499,Undergraduate Research in Physics,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),Undergraduate research on a topic or area agreed upon by the instructor and the student.,None,,"{""Winter 2026""}",None,"PHYSICS - BOTHELL, bothell campus",,2025-10-28 05:09:20.3,2025-10-28 05:52:33.955
c4002ad0-8507-4b28-b6b8-d51d8e8aac55,BST 205,Women in STEM,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology - UW Bothell (BST),"Many women and gender minorities feel outside of science, technology, engineering, and mathematics (STEM) fields and continue to be underrepresented in STEM. This class explores intersectional challenges experienced by diverse populations in STEM fields and strategies to surmount those challenges at the individual and organizational levels. Students will develop tools to persevere, succeed, and support others as they pursue a career in STEM.",None,,"{""Winter 2026""}","(DIV) Diversity, (SSc) Social Science","SCIENCE AND TECHNOLOGY - UW BOTHELL, bothell campus",GWSS 485/PHYS 451; GWSS 488; and T WOMN 211,2025-10-28 05:09:20.59,2025-10-28 05:52:34.245
57e2da9b-3d07-4974-8038-e1bab4835394,BST 301,Scientific Writing,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology - UW Bothell (BST),"Develop written and verbal scientific communication skills that are essential for success in a scientific career. Create multiple products including a scientific paper, research funding proposal, and content for online media.",Minimum 2.0 grade in B WRIT 134.,,"{""Winter 2026""}",(W) Additional Writing - see section details below,"SCIENCE AND TECHNOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:09:20.811,2025-10-28 05:52:34.462
a504c0c3-1d2a-4287-b03a-6112726d0f63,BST 493,Advanced Topics in Science and Technology,2-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology - UW Bothell (BST),Explores selected advanced topics in science and technology.,None,,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:09:21.029,2025-10-28 05:52:34.678
5eea1b9d-aee4-4a6a-82c1-4c28f0102d01,BST 498,Independent Study in Science and Technology,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Science and Technology - UW Bothell (BST),Independent study on a topic or area agreed upon by the instructor and student.,None,,"{""Winter 2026""}",None,"SCIENCE AND TECHNOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:09:21.252,2025-10-28 05:52:34.893
f4bf9e48-8325-492c-bfe7-d4e67f3f8572,B PHYS 201,The Cosmos,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Physics - Bothell (B PHYS),"Provides a conceptual introduction to the foundations and current theories of cosmology. Studies black holes, time travel, the Big Bang, and dark matter.",None,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","PHYSICS - BOTHELL, bothell campus",,2025-10-28 05:09:18.465,2025-10-28 05:52:32.125
